time;temperature_2m (°C);relative_humidity_2m (%);wind_speed_10m (km/h);shortwave_radiation (W/m2);diffuse_radiation (W/m2)
2025-01-01T00:00;10.0;74;3.1;0.0;0.0
2025-01-01T01:00;10.3;72;2.7;0.0;0.0
2025-01-01T02:00;10.4;71;1.5;0.0;0.0
2025-01-01T03:00;9.9;71;1.2;0.0;0.0
2025-01-01T04:00;10.2;68;1.0;0.0;0.0
2025-01-01T05:00;10.4;67;1.0;0.0;0.0
2025-01-01T06:00;9.9;69;2.2;0.0;0.0
2025-01-01T07:00;10.7;69;3.3;13.0;8.0
2025-01-01T08:00;12.5;73;4.7;129.0;48.0
2025-01-01T09:00;13.9;67;4.8;276.0;71.0
2025-01-01T10:00;14.5;67;6.5;392.0;82.0
2025-01-01T11:00;14.8;67;7.2;458.0;89.0
2025-01-01T12:00;14.9;68;7.6;469.0;88.0
2025-01-01T13:00;14.7;70;7.2;425.0;83.0
2025-01-01T14:00;14.4;74;7.3;310.0;76.0
2025-01-01T15:00;13.8;82;7.0;172.0;60.0
2025-01-01T16:00;12.4;90;4.3;39.0;20.0
2025-01-01T17:00;11.7;90;3.7;0.0;0.0
2025-01-01T18:00;11.1;88;5.1;0.0;0.0
2025-01-01T19:00;10.4;86;5.8;0.0;0.0
2025-01-01T20:00;9.7;84;4.7;0.0;0.0
2025-01-01T21:00;9.7;81;2.8;0.0;0.0
2025-01-01T22:00;9.9;78;2.1;0.0;0.0
2025-01-01T23:00;10.2;76;2.8;0.0;0.0
2025-01-02T00:00;10.2;74;2.5;0.0;0.0
2025-01-02T01:00;9.7;76;2.8;0.0;0.0
2025-01-02T02:00;10.0;74;3.3;0.0;0.0
2025-01-02T03:00;10.0;73;3.1;0.0;0.0
2025-01-02T04:00;9.5;75;2.4;0.0;0.0
2025-01-02T05:00;9.4;75;1.9;0.0;0.0
2025-01-02T06:00;9.6;73;1.5;0.0;0.0
2025-01-02T07:00;10.0;73;1.7;13.0;8.0
2025-01-02T08:00;12.4;71;2.3;130.0;48.0
2025-01-02T09:00;13.7;62;1.3;280.0;69.0
2025-01-02T10:00;14.3;60;1.8;399.0;79.0
2025-01-02T11:00;14.6;61;3.5;467.0;85.0
2025-01-02T12:00;14.6;63;4.6;476.0;86.0
2025-01-02T13:00;14.5;69;6.6;401.0;101.0
2025-01-02T14:00;14.0;68;6.2;318.0;80.0
2025-01-02T15:00;13.3;67;3.7;178.0;61.0
2025-01-02T16:00;11.7;76;1.3;41.0;21.0
2025-01-02T17:00;11.5;78;4.4;0.0;0.0
2025-01-02T18:00;10.8;81;5.4;0.0;0.0
2025-01-02T19:00;9.9;82;4.1;0.0;0.0
2025-01-02T20:00;9.5;81;2.9;0.0;0.0
2025-01-02T21:00;9.1;81;3.1;0.0;0.0
2025-01-02T22:00;9.3;79;3.4;0.0;0.0
2025-01-02T23:00;9.0;80;4.3;0.0;0.0
2025-01-03T00:00;8.7;80;2.3;0.0;0.0
2025-01-03T01:00;9.6;77;1.9;0.0;0.0
2025-01-03T02:00;9.8;75;2.1;0.0;0.0
2025-01-03T03:00;10.3;74;4.6;0.0;0.0
2025-01-03T04:00;9.1;78;3.8;0.0;0.0
2025-01-03T05:00;8.7;78;3.8;0.0;0.0
2025-01-03T06:00;8.4;79;4.2;0.0;0.0
2025-01-03T07:00;8.8;78;5.3;13.0;8.0
2025-01-03T08:00;11.2;79;6.0;132.0;48.0
2025-01-03T09:00;13.7;68;5.0;283.0;69.0
2025-01-03T10:00;14.6;60;5.5;402.0;79.0
2025-01-03T11:00;15.3;55;5.6;471.0;84.0
2025-01-03T12:00;15.4;57;9.7;474.0;88.0
2025-01-03T13:00;16.1;53;5.9;429.0;82.0
2025-01-03T14:00;15.8;58;9.0;327.0;74.0
2025-01-03T15:00;15.0;69;9.1;186.0;57.0
2025-01-03T16:00;13.5;76;7.5;44.0;22.0
2025-01-03T17:00;12.4;79;9.1;0.0;0.0
2025-01-03T18:00;12.1;81;10.6;0.0;0.0
2025-01-03T19:00;12.0;83;11.0;0.0;0.0
2025-01-03T20:00;12.0;85;10.4;0.0;0.0
2025-01-03T21:00;11.8;85;9.9;0.0;0.0
2025-01-03T22:00;12.0;84;11.6;0.0;0.0
2025-01-03T23:00;12.2;85;11.2;0.0;0.0
2025-01-04T00:00;12.3;86;11.7;0.0;0.0
2025-01-04T01:00;12.8;87;9.9;0.0;0.0
2025-01-04T02:00;12.5;87;9.5;0.0;0.0
2025-01-04T03:00;12.2;88;10.3;0.0;0.0
2025-01-04T04:00;12.0;89;10.0;0.0;0.0
2025-01-04T05:00;12.1;88;9.8;0.0;0.0
2025-01-04T06:00;11.8;88;9.2;0.0;0.0
2025-01-04T07:00;11.8;88;9.0;11.0;8.0
2025-01-04T08:00;12.9;87;8.0;105.0;57.0
2025-01-04T09:00;14.6;82;6.2;234.0;95.0
2025-01-04T10:00;15.5;74;6.0;359.0;96.0
2025-01-04T11:00;15.6;73;6.8;383.0;102.0
2025-01-04T12:00;15.6;72;7.2;373.0;111.0
2025-01-04T13:00;15.6;76;9.0;350.0;91.0
2025-01-04T14:00;15.6;73;7.4;265.0;85.0
2025-01-04T15:00;15.1;76;8.6;159.0;61.0
2025-01-04T16:00;14.0;84;6.3;36.0;20.0
2025-01-04T17:00;13.2;88;5.2;0.0;0.0
2025-01-04T18:00;12.6;90;6.2;0.0;0.0
2025-01-04T19:00;12.2;90;6.0;0.0;0.0
2025-01-04T20:00;12.0;91;6.2;0.0;0.0
2025-01-04T21:00;12.6;89;5.4;0.0;0.0
2025-01-04T22:00;12.5;89;6.4;0.0;0.0
2025-01-04T23:00;11.6;87;6.6;0.0;0.0
2025-01-05T00:00;11.2;85;7.4;0.0;0.0
2025-01-05T01:00;11.3;88;7.3;0.0;0.0
2025-01-05T02:00;10.8;88;8.5;0.0;0.0
2025-01-05T03:00;10.2;89;8.6;0.0;0.0
2025-01-05T04:00;9.6;88;8.1;0.0;0.0
2025-01-05T05:00;9.3;87;5.6;0.0;0.0
2025-01-05T06:00;9.0;87;4.2;0.0;0.0
2025-01-05T07:00;9.2;86;4.4;12.0;9.0
2025-01-05T08:00;11.3;87;4.4;114.0;63.0
2025-01-05T09:00;14.5;74;2.5;260.0;90.0
2025-01-05T10:00;15.5;68;1.9;390.0;82.0
2025-01-05T11:00;16.3;66;2.4;457.0;84.0
2025-01-05T12:00;16.7;67;4.4;467.0;85.0
2025-01-05T13:00;16.7;70;5.8;420.0;83.0
2025-01-05T14:00;16.1;72;5.5;321.0;76.0
2025-01-05T15:00;15.5;74;4.7;184.0;59.0
2025-01-05T16:00;13.8;86;2.8;45.0;21.0
2025-01-05T17:00;13.2;86;2.8;0.0;0.0
2025-01-05T18:00;12.3;89;4.0;0.0;0.0
2025-01-05T19:00;11.6;88;2.9;0.0;0.0
2025-01-05T20:00;11.2;86;2.4;0.0;0.0
2025-01-05T21:00;11.3;83;2.9;0.0;0.0
2025-01-05T22:00;11.4;81;3.0;0.0;0.0
2025-01-05T23:00;11.5;80;3.7;0.0;0.0
2025-01-06T00:00;11.4;80;3.9;0.0;0.0
2025-01-06T01:00;12.0;79;3.2;0.0;0.0
2025-01-06T02:00;11.7;77;2.0;0.0;0.0
2025-01-06T03:00;11.6;78;2.8;0.0;0.0
2025-01-06T04:00;11.5;80;2.8;0.0;0.0
2025-01-06T05:00;11.8;79;2.8;0.0;0.0
2025-01-06T06:00;12.2;80;3.4;0.0;0.0
2025-01-06T07:00;12.9;78;4.2;12.0;10.0
2025-01-06T08:00;15.1;72;4.5;126.0;51.0
2025-01-06T09:00;16.8;61;3.6;236.0;117.0
2025-01-06T10:00;17.5;65;3.9;314.0;178.0
2025-01-06T11:00;17.8;66;4.6;322.0;218.0
2025-01-06T12:00;18.2;62;4.7;346.0;217.0
2025-01-06T13:00;18.0;61;11.3;260.0;172.0
2025-01-06T14:00;17.6;64;8.4;177.0;140.0
2025-01-06T15:00;16.8;62;5.4;101.0;81.0
2025-01-06T16:00;15.9;65;4.6;29.0;27.0
2025-01-06T17:00;15.0;81;5.0;0.0;0.0
2025-01-06T18:00;14.8;83;5.1;0.0;0.0
2025-01-06T19:00;14.6;82;1.7;0.0;0.0
2025-01-06T20:00;14.7;78;2.0;0.0;0.0
2025-01-06T21:00;14.8;73;3.8;0.0;0.0
2025-01-06T22:00;15.4;69;5.5;0.0;0.0
2025-01-06T23:00;16.1;64;9.6;0.0;0.0
2025-01-07T00:00;16.3;65;11.9;0.0;0.0
2025-01-07T01:00;16.7;62;18.0;0.0;0.0
2025-01-07T02:00;15.9;70;15.5;0.0;0.0
2025-01-07T03:00;15.4;71;6.0;0.0;0.0
2025-01-07T04:00;14.8;77;5.2;0.0;0.0
2025-01-07T05:00;13.8;83;5.9;0.0;0.0
2025-01-07T06:00;12.8;86;4.1;0.0;0.0
2025-01-07T07:00;12.9;85;4.8;12.0;8.0
2025-01-07T08:00;14.8;83;6.8;111.0;47.0
2025-01-07T09:00;16.6;80;5.7;207.0;85.0
2025-01-07T10:00;17.1;77;2.4;281.0;114.0
2025-01-07T11:00;16.5;79;6.0;211.0;149.0
2025-01-07T12:00;15.9;90;6.2;277.0;129.0
2025-01-07T13:00;16.8;84;5.4;245.0;145.0
2025-01-07T14:00;16.6;70;9.8;240.0;101.0
2025-01-07T15:00;16.0;67;11.8;152.0;58.0
2025-01-07T16:00;14.9;75;11.9;45.0;22.0
2025-01-07T17:00;14.0;81;10.2;0.0;0.0
2025-01-07T18:00;13.3;83;8.0;0.0;0.0
2025-01-07T19:00;12.7;85;6.5;0.0;0.0
2025-01-07T20:00;12.5;85;6.6;0.0;0.0
2025-01-07T21:00;12.5;85;7.0;0.0;0.0
2025-01-07T22:00;12.5;86;6.2;0.0;0.0
2025-01-07T23:00;12.6;89;10.8;0.0;0.0
2025-01-08T00:00;13.9;82;17.6;0.0;0.0
2025-01-08T01:00;14.0;85;17.3;0.0;0.0
2025-01-08T02:00;14.0;81;15.8;0.0;0.0
2025-01-08T03:00;13.4;79;16.2;0.0;0.0
2025-01-08T04:00;13.0;77;15.7;0.0;0.0
2025-01-08T05:00;12.9;77;15.1;0.0;0.0
2025-01-08T06:00;12.7;78;13.2;0.0;0.0
2025-01-08T07:00;12.8;80;11.0;12.0;8.0
2025-01-08T08:00;13.8;79;9.3;98.0;51.0
2025-01-08T09:00;14.8;73;9.1;272.0;77.0
2025-01-08T10:00;15.4;68;9.9;395.0;92.0
2025-01-08T11:00;15.8;65;11.4;463.0;99.0
2025-01-08T12:00;15.9;64;13.0;469.0;107.0
2025-01-08T13:00;16.0;61;13.7;436.0;85.0
2025-01-08T14:00;15.6;61;12.2;333.0;80.0
2025-01-08T15:00;15.1;65;9.2;197.0;62.0
2025-01-08T16:00;14.1;72;6.6;52.0;24.0
2025-01-08T17:00;12.9;78;5.3;0.0;0.0
2025-01-08T18:00;11.9;80;5.7;0.0;0.0
2025-01-08T19:00;11.3;81;7.2;0.0;0.0
2025-01-08T20:00;11.1;82;8.2;0.0;0.0
2025-01-08T21:00;11.3;82;7.5;0.0;0.0
2025-01-08T22:00;11.3;83;6.7;0.0;0.0
2025-01-08T23:00;11.2;82;6.8;0.0;0.0
2025-01-09T00:00;11.0;83;6.9;0.0;0.0
2025-01-09T01:00;11.1;85;6.0;0.0;0.0
2025-01-09T02:00;11.5;84;6.3;0.0;0.0
2025-01-09T03:00;12.0;84;6.6;0.0;0.0
2025-01-09T04:00;12.0;86;8.0;0.0;0.0
2025-01-09T05:00;12.0;86;6.1;0.0;0.0
2025-01-09T06:00;12.0;86;6.3;0.0;0.0
2025-01-09T07:00;12.2;85;6.7;13.0;8.0
2025-01-09T08:00;13.8;81;6.4;130.0;47.0
2025-01-09T09:00;15.5;73;6.5;280.0;69.0
2025-01-09T10:00;16.6;70;4.8;398.0;85.0
2025-01-09T11:00;17.4;67;3.9;454.0;112.0
2025-01-09T12:00;17.8;63;5.3;415.0;182.0
2025-01-09T13:00;17.9;61;2.6;284.0;220.0
2025-01-09T14:00;17.7;61;2.9;231.0;172.0
2025-01-09T15:00;17.1;65;3.8;142.0;106.0
2025-01-09T16:00;15.7;65;5.1;33.0;32.0
2025-01-09T17:00;15.2;65;9.0;0.0;0.0
2025-01-09T18:00;14.6;72;12.8;0.0;0.0
2025-01-09T19:00;14.7;77;12.7;0.0;0.0
2025-01-09T20:00;14.7;82;15.0;0.0;0.0
2025-01-09T21:00;14.7;84;14.8;0.0;0.0
2025-01-09T22:00;14.3;85;13.8;0.0;0.0
2025-01-09T23:00;13.6;87;10.7;0.0;0.0
2025-01-10T00:00;13.3;87;11.2;0.0;0.0
2025-01-10T01:00;13.9;88;10.4;0.0;0.0
2025-01-10T02:00;13.9;88;10.9;0.0;0.0
2025-01-10T03:00;13.7;88;11.1;0.0;0.0
2025-01-10T04:00;13.3;89;10.6;0.0;0.0
2025-01-10T05:00;12.7;90;11.1;0.0;0.0
2025-01-10T06:00;12.7;89;12.7;0.0;0.0
2025-01-10T07:00;12.8;87;12.7;14.0;9.0
2025-01-10T08:00;14.3;86;12.4;127.0;53.0
2025-01-10T09:00;16.1;78;12.7;285.0;71.0
2025-01-10T10:00;17.3;68;15.9;411.0;78.0
2025-01-10T11:00;17.8;63;17.7;485.0;82.0
2025-01-10T12:00;17.4;58;22.9;499.0;83.0
2025-01-10T13:00;17.4;66;23.9;436.0;95.0
2025-01-10T14:00;16.9;68;24.2;323.0;103.0
2025-01-10T15:00;16.3;70;24.0;198.0;68.0
2025-01-10T16:00;15.5;74;23.4;57.0;25.0
2025-01-10T17:00;15.0;76;18.4;0.0;0.0
2025-01-10T18:00;14.4;80;14.4;0.0;0.0
2025-01-10T19:00;14.0;82;13.6;0.0;0.0
2025-01-10T20:00;13.7;84;12.4;0.0;0.0
2025-01-10T21:00;13.3;86;11.7;0.0;0.0
2025-01-10T22:00;13.1;86;12.3;0.0;0.0
2025-01-10T23:00;12.9;85;12.8;0.0;0.0
2025-01-11T00:00;12.8;85;13.6;0.0;0.0
2025-01-11T01:00;13.2;86;13.0;0.0;0.0
2025-01-11T02:00;13.4;86;12.4;0.0;0.0
2025-01-11T03:00;13.4;86;12.2;0.0;0.0
2025-01-11T04:00;13.5;86;13.6;0.0;0.0
2025-01-11T05:00;13.3;87;13.7;0.0;0.0
2025-01-11T06:00;13.4;87;13.1;0.0;0.0
2025-01-11T07:00;13.2;87;12.5;13.0;9.0
2025-01-11T08:00;14.5;85;12.2;117.0;58.0
2025-01-11T09:00;15.8;82;11.1;248.0;101.0
2025-01-11T10:00;17.1;71;17.7;376.0;101.0
2025-01-11T11:00;17.6;66;19.8;446.0;121.0
2025-01-11T12:00;17.9;64;20.7;428.0;132.0
2025-01-11T13:00;17.7;68;17.5;316.0;170.0
2025-01-11T14:00;17.5;68;18.8;306.0;108.0
2025-01-11T15:00;16.7;72;17.0;188.0;74.0
2025-01-11T16:00;15.7;78;15.5;41.0;25.0
2025-01-11T17:00;15.2;78;12.4;0.0;0.0
2025-01-11T18:00;14.9;82;11.5;0.0;0.0
2025-01-11T19:00;14.7;87;9.0;0.0;0.0
2025-01-11T20:00;14.8;87;11.7;0.0;0.0
2025-01-11T21:00;14.8;87;11.1;0.0;0.0
2025-01-11T22:00;14.8;85;11.2;0.0;0.0
2025-01-11T23:00;14.7;87;11.5;0.0;0.0
2025-01-12T00:00;14.8;87;12.1;0.0;0.0
2025-01-12T01:00;15.1;85;13.6;0.0;0.0
2025-01-12T02:00;14.9;86;20.9;0.0;0.0
2025-01-12T03:00;14.2;88;20.5;0.0;0.0
2025-01-12T04:00;13.6;89;21.3;0.0;0.0
2025-01-12T05:00;13.2;88;18.2;0.0;0.0
2025-01-12T06:00;13.0;88;17.1;0.0;0.0
2025-01-12T07:00;12.9;88;19.4;10.0;8.0
2025-01-12T08:00;12.7;88;18.5;68.0;51.0
2025-01-12T09:00;13.1;83;21.2;218.0;114.0
2025-01-12T10:00;13.0;77;23.2;308.0;157.0
2025-01-12T11:00;12.4;75;22.6;190.0;129.0
2025-01-12T12:00;11.6;83;20.3;183.0;152.0
2025-01-12T13:00;11.3;87;21.5;221.0;127.0
2025-01-12T14:00;10.8;86;19.8;136.0;103.0
2025-01-12T15:00;10.7;89;21.4;61.0;53.0
2025-01-12T16:00;10.3;90;18.7;21.0;18.0
2025-01-12T17:00;10.3;90;22.5;0.0;0.0
2025-01-12T18:00;9.9;90;22.4;0.0;0.0
2025-01-12T19:00;9.9;88;20.9;0.0;0.0
2025-01-12T20:00;10.0;88;17.4;0.0;0.0
2025-01-12T21:00;9.8;88;15.9;0.0;0.0
2025-01-12T22:00;9.7;89;18.0;0.0;0.0
2025-01-12T23:00;9.7;88;15.9;0.0;0.0
2025-01-13T00:00;9.3;92;14.6;0.0;0.0
2025-01-13T01:00;9.5;91;10.6;0.0;0.0
2025-01-13T02:00;9.5;90;10.8;0.0;0.0
2025-01-13T03:00;9.5;87;12.7;0.0;0.0
2025-01-13T04:00;9.3;89;11.2;0.0;0.0
2025-01-13T05:00;9.8;84;11.0;0.0;0.0
2025-01-13T06:00;9.7;83;12.4;0.0;0.0
2025-01-13T07:00;9.6;85;11.0;3.0;3.0
2025-01-13T08:00;10.2;79;13.2;40.0;31.0
2025-01-13T09:00;10.2;80;13.4;83.0;57.0
2025-01-13T10:00;10.8;77;9.9;141.0;105.0
2025-01-13T11:00;10.9;73;8.6;184.0;121.0
2025-01-13T12:00;11.1;72;10.0;282.0;153.0
2025-01-13T13:00;11.1;80;8.3;190.0;146.0
2025-01-13T14:00;10.7;81;12.4;111.0;91.0
2025-01-13T15:00;10.7;83;11.0;58.0;47.0
2025-01-13T16:00;10.5;81;10.3;32.0;24.0
2025-01-13T17:00;10.3;80;9.7;0.0;0.0
2025-01-13T18:00;10.7;80;8.8;0.0;0.0
2025-01-13T19:00;11.0;76;11.8;0.0;0.0
2025-01-13T20:00;11.2;74;15.1;0.0;0.0
2025-01-13T21:00;11.0;77;13.5;0.0;0.0
2025-01-13T22:00;11.2;80;9.3;0.0;0.0
2025-01-13T23:00;11.2;80;12.6;0.0;0.0
2025-01-14T00:00;10.8;88;9.2;0.0;0.0
2025-01-14T01:00;11.1;87;15.4;0.0;0.0
2025-01-14T02:00;11.1;93;15.5;0.0;0.0
2025-01-14T03:00;11.2;86;24.6;0.0;0.0
2025-01-14T04:00;10.7;89;25.8;0.0;0.0
2025-01-14T05:00;11.2;88;25.2;0.0;0.0
2025-01-14T06:00;11.2;84;26.7;0.0;0.0
2025-01-14T07:00;11.1;87;26.7;4.0;3.0
2025-01-14T08:00;11.3;81;31.0;47.0;40.0
2025-01-14T09:00;11.8;80;28.9;143.0;101.0
2025-01-14T10:00;11.8;79;27.3;189.0;152.0
2025-01-14T11:00;11.5;80;28.3;209.0;148.0
2025-01-14T12:00;11.9;75;25.7;162.0;133.0
2025-01-14T13:00;11.7;73;23.3;137.0;78.0
2025-01-14T14:00;11.8;71;21.3;157.0;105.0
2025-01-14T15:00;11.4;76;20.0;92.0;74.0
2025-01-14T16:00;10.9;78;19.2;21.0;20.0
2025-01-14T17:00;10.5;85;20.0;0.0;0.0
2025-01-14T18:00;10.0;91;18.4;0.0;0.0
2025-01-14T19:00;10.2;90;16.5;0.0;0.0
2025-01-14T20:00;10.1;91;16.5;0.0;0.0
2025-01-14T21:00;10.7;85;15.0;0.0;0.0
2025-01-14T22:00;10.9;82;11.4;0.0;0.0
2025-01-14T23:00;10.9;82;8.7;0.0;0.0
2025-01-15T00:00;10.7;85;8.5;0.0;0.0
2025-01-15T01:00;11.2;78;8.6;0.0;0.0
2025-01-15T02:00;11.0;80;7.5;0.0;0.0
2025-01-15T03:00;10.9;82;7.4;0.0;0.0
2025-01-15T04:00;10.6;85;6.7;0.0;0.0
2025-01-15T05:00;9.9;93;3.3;0.0;0.0
2025-01-15T06:00;9.8;94;2.3;0.0;0.0
2025-01-15T07:00;10.0;94;3.1;4.0;4.0
2025-01-15T08:00;10.5;95;4.5;35.0;33.0
2025-01-15T09:00;10.4;93;5.3;45.0;45.0
2025-01-15T10:00;10.6;92;3.3;75.0;75.0
2025-01-15T11:00;11.0;82;1.8;146.0;142.0
2025-01-15T12:00;11.1;83;1.1;154.0;153.0
2025-01-15T13:00;12.1;73;4.1;417.0;114.0
2025-01-15T14:00;11.7;74;5.3;280.0;98.0
2025-01-15T15:00;11.3;76;5.7;95.0;71.0
2025-01-15T16:00;10.8;80;4.1;41.0;28.0
2025-01-15T17:00;10.5;85;1.8;0.0;0.0
2025-01-15T18:00;10.2;87;1.4;0.0;0.0
2025-01-15T19:00;10.0;86;0.2;0.0;0.0
2025-01-15T20:00;9.2;83;0.6;0.0;0.0
2025-01-15T21:00;8.8;87;2.3;0.0;0.0
2025-01-15T22:00;8.1;89;3.9;0.0;0.0
2025-01-15T23:00;7.5;88;2.4;0.0;0.0
2025-01-16T00:00;6.9;88;3.1;0.0;0.0
2025-01-16T01:00;8.0;81;0.4;0.0;0.0
2025-01-16T02:00;8.7;82;1.1;0.0;0.0
2025-01-16T03:00;8.2;81;0.9;0.0;0.0
2025-01-16T04:00;7.8;83;1.0;0.0;0.0
2025-01-16T05:00;8.2;80;2.8;0.0;0.0
2025-01-16T06:00;7.4;82;7.9;0.0;0.0
2025-01-16T07:00;7.8;82;9.2;15.0;10.0
2025-01-16T08:00;10.0;80;8.2;131.0;52.0
2025-01-16T09:00;11.8;74;8.5;270.0;84.0
2025-01-16T10:00;12.7;72;10.2;359.0;113.0
2025-01-16T11:00;14.3;59;11.8;424.0;136.0
2025-01-16T12:00;14.7;60;11.3;420.0;127.0
2025-01-16T13:00;12.5;75;7.6;282.0;126.0
2025-01-16T14:00;12.5;76;6.8;273.0;95.0
2025-01-16T15:00;11.7;82;6.5;151.0;75.0
2025-01-16T16:00;11.4;86;5.9;52.0;31.0
2025-01-16T17:00;10.8;92;5.4;0.0;0.0
2025-01-16T18:00;11.1;90;5.0;0.0;0.0
2025-01-16T19:00;10.7;91;2.5;0.0;0.0
2025-01-16T20:00;10.3;91;2.4;0.0;0.0
2025-01-16T21:00;9.6;89;6.1;0.0;0.0
2025-01-16T22:00;10.0;87;4.2;0.0;0.0
2025-01-16T23:00;10.6;86;2.1;0.0;0.0
2025-01-17T00:00;11.0;86;3.4;0.0;0.0
2025-01-17T01:00;12.0;92;10.9;0.0;0.0
2025-01-17T02:00;12.2;93;10.2;0.0;0.0
2025-01-17T03:00;12.0;95;15.5;0.0;0.0
2025-01-17T04:00;12.6;96;21.6;0.0;0.0
2025-01-17T05:00;12.4;95;23.0;0.0;0.0
2025-01-17T06:00;12.2;92;12.9;0.0;0.0
2025-01-17T07:00;12.3;95;18.6;4.0;4.0
2025-01-17T08:00;13.0;94;28.7;46.0;45.0
2025-01-17T09:00;13.5;91;30.5;79.0;73.0
2025-01-17T10:00;14.2;95;32.7;83.0;77.0
2025-01-17T11:00;14.3;90;33.3;107.0;105.0
2025-01-17T12:00;14.9;96;31.2;236.0;171.0
2025-01-17T13:00;14.4;94;34.6;138.0;128.0
2025-01-17T14:00;14.5;97;28.5;95.0;89.0
2025-01-17T15:00;14.3;97;33.0;61.0;59.0
2025-01-17T16:00;14.2;95;39.6;9.0;9.0
2025-01-17T17:00;13.6;98;31.6;0.0;0.0
2025-01-17T18:00;14.3;92;22.6;0.0;0.0
2025-01-17T19:00;13.8;88;13.2;0.0;0.0
2025-01-17T20:00;13.1;84;11.9;0.0;0.0
2025-01-17T21:00;12.9;81;14.1;0.0;0.0
2025-01-17T22:00;12.3;76;12.3;0.0;0.0
2025-01-17T23:00;12.0;78;11.5;0.0;0.0
2025-01-18T00:00;11.7;77;9.7;0.0;0.0
2025-01-18T01:00;11.2;84;6.4;0.0;0.0
2025-01-18T02:00;10.7;85;1.3;0.0;0.0
2025-01-18T03:00;9.9;88;4.3;0.0;0.0
2025-01-18T04:00;9.5;88;4.0;0.0;0.0
2025-01-18T05:00;9.3;88;6.0;0.0;0.0
2025-01-18T06:00;9.4;89;7.7;0.0;0.0
2025-01-18T07:00;10.2;87;10.2;12.0;11.0
2025-01-18T08:00;11.6;83;11.1;108.0;72.0
2025-01-18T09:00;12.7;74;13.2;195.0;141.0
2025-01-18T10:00;13.3;70;13.2;263.0;181.0
2025-01-18T11:00;14.0;65;14.1;301.0;195.0
2025-01-18T12:00;13.9;63;13.0;224.0;183.0
2025-01-18T13:00;14.4;61;15.5;360.0;137.0
2025-01-18T14:00;14.3;58;14.2;222.0;133.0
2025-01-18T15:00;14.0;59;13.8;144.0;79.0
2025-01-18T16:00;13.3;60;13.9;58.0;33.0
2025-01-18T17:00;12.9;61;14.9;1.0;1.0
2025-01-18T18:00;12.9;61;16.9;0.0;0.0
2025-01-18T19:00;12.9;61;15.7;0.0;0.0
2025-01-18T20:00;13.0;59;16.7;0.0;0.0
2025-01-18T21:00;12.9;59;17.1;0.0;0.0
2025-01-18T22:00;12.9;59;14.9;0.0;0.0
2025-01-18T23:00;13.0;60;15.7;0.0;0.0
2025-01-19T00:00;12.8;62;13.8;0.0;0.0
2025-01-19T01:00;13.0;62;13.9;0.0;0.0
2025-01-19T02:00;12.2;71;13.1;0.0;0.0
2025-01-19T03:00;11.5;83;7.5;0.0;0.0
2025-01-19T04:00;11.5;88;6.1;0.0;0.0
2025-01-19T05:00;10.9;90;6.7;0.0;0.0
2025-01-19T06:00;10.9;93;6.2;0.0;0.0
2025-01-19T07:00;11.4;88;6.6;11.0;8.0
2025-01-19T08:00;12.7;86;9.2;123.0;61.0
2025-01-19T09:00;14.2;77;9.5;251.0;96.0
2025-01-19T10:00;14.9;70;10.6;330.0;114.0
2025-01-19T11:00;15.3;66;9.4;382.0;140.0
2025-01-19T12:00;15.1;69;6.6;314.0;122.0
2025-01-19T13:00;15.9;62;9.4;389.0;116.0
2025-01-19T14:00;15.5;63;8.3;277.0;135.0
2025-01-19T15:00;14.9;67;3.0;162.0;73.0
2025-01-19T16:00;13.7;80;1.5;52.0;33.0
2025-01-19T17:00;12.3;87;1.2;1.0;1.0
2025-01-19T18:00;11.9;89;0.9;0.0;0.0
2025-01-19T19:00;11.3;92;2.2;0.0;0.0
2025-01-19T20:00;11.3;93;1.1;0.0;0.0
2025-01-19T21:00;10.7;93;1.8;0.0;0.0
2025-01-19T22:00;10.4;90;2.3;0.0;0.0
2025-01-19T23:00;9.8;87;3.1;0.0;0.0
2025-01-20T00:00;9.7;84;3.3;0.0;0.0
2025-01-20T01:00;11.4;88;5.2;0.0;0.0
2025-01-20T02:00;11.4;87;5.5;0.0;0.0
2025-01-20T03:00;11.0;86;4.5;0.0;0.0
2025-01-20T04:00;10.5;86;4.1;0.0;0.0
2025-01-20T05:00;10.1;86;5.3;0.0;0.0
2025-01-20T06:00;9.9;86;4.8;0.0;0.0
2025-01-20T07:00;10.0;85;2.8;16.0;11.0
2025-01-20T08:00;12.6;85;3.1;132.0;57.0
2025-01-20T09:00;14.6;75;2.7;278.0;87.0
2025-01-20T10:00;15.1;73;4.5;368.0;119.0
2025-01-20T11:00;15.4;74;3.5;473.0;102.0
2025-01-20T12:00;15.2;77;4.2;370.0;132.0
2025-01-20T13:00;13.4;79;6.1;259.0;174.0
2025-01-20T14:00;13.5;81;3.4;209.0;106.0
2025-01-20T15:00;14.0;78;3.2;158.0;83.0
2025-01-20T16:00;13.0;86;1.4;70.0;37.0
2025-01-20T17:00;12.0;88;2.5;1.0;1.0
2025-01-20T18:00;11.6;88;3.2;0.0;0.0
2025-01-20T19:00;10.8;87;4.6;0.0;0.0
2025-01-20T20:00;10.2;86;6.3;0.0;0.0
2025-01-20T21:00;10.0;86;7.0;0.0;0.0
2025-01-20T22:00;10.0;84;6.6;0.0;0.0
2025-01-20T23:00;10.1;84;7.6;0.0;0.0
